date	Joy	Sadness	Disgust	 Contempt	 Anger	 Fear	 Surprise
0:0:40.099	0.003	0.048	0.428	0.194	0.002	0.006	0.247	
0:0:40.162	0.003	0.043	0.428	0.194	0.002	0.006	0.238	
0:0:40.225	0.003	0.036	0.429	0.194	0.003	0.006	0.227	
0:0:40.286	0.003	0.032	0.429	0.194	0.003	0.006	0.219	
0:0:40.352	0.003	0.030	0.429	0.194	0.003	0.005	0.214	
0:0:40.412	0.003	0.028	0.429	0.194	0.003	0.005	0.211	
0:0:40.476	0.003	0.028	0.429	0.194	0.003	0.005	0.212	
0:0:40.539	0.003	0.029	0.429	0.194	0.003	0.005	0.214	
0:0:40.598	0.003	0.029	0.429	0.194	0.003	0.005	0.214	
0:0:40.660	0.003	0.030	0.429	0.194	0.003	0.005	0.216	
0:0:40.724	0.003	0.031	0.429	0.194	0.003	0.005	0.218	
0:0:40.786	0.003	0.031	0.429	0.194	0.003	0.005	0.219	
0:0:40.848	0.003	0.031	0.428	0.194	0.003	0.005	0.220	
0:0:40.910	0.003	0.030	0.429	0.194	0.003	0.005	0.219	
0:0:40.972	0.003	0.031	0.429	0.194	0.003	0.006	0.224	
0:0:41.039	0.003	0.031	0.429	0.194	0.003	0.006	0.227	
0:0:41.102	0.003	0.031	0.429	0.194	0.003	0.006	0.230	
0:0:41.164	0.003	0.031	0.429	0.194	0.003	0.006	0.231	
0:0:41.225	0.003	0.031	0.428	0.194	0.003	0.006	0.228	
0:0:41.288	0.003	0.031	0.428	0.194	0.003	0.006	0.228	
0:0:41.350	0.003	0.035	0.428	0.194	0.003	0.006	0.234	
0:0:41.410	0.003	0.034	0.428	0.194	0.003	0.006	0.233	
0:0:41.476	0.003	0.036	0.428	0.194	0.003	0.006	0.234	
0:0:41.545	0.003	0.036	0.428	0.194	0.003	0.006	0.232	
0:0:41.608	0.003	0.034	0.428	0.194	0.003	0.006	0.227	
0:0:41.669	0.003	0.033	0.428	0.194	0.003	0.006	0.225	
0:0:41.733	0.003	0.032	0.428	0.194	0.003	0.006	0.223	
0:0:41.807	0.003	0.032	0.428	0.194	0.003	0.006	0.224	
0:0:41.870	0.003	0.030	0.425	0.194	0.003	0.006	0.221	
0:0:41.935	0.003	0.030	0.424	0.194	0.003	0.006	0.221	
0:0:42.004	0.003	0.029	0.426	0.194	0.003	0.006	0.221	
0:0:42.066	0.003	0.029	0.424	0.194	0.003	0.006	0.220	
0:0:42.128	0.003	0.029	0.421	0.194	0.003	0.006	0.220	
0:0:42.193	0.003	0.028	0.418	0.194	0.003	0.006	0.219	
0:0:42.259	0.003	0.028	0.413	0.194	0.003	0.006	0.221	
0:0:42.322	0.003	0.027	0.415	0.194	0.003	0.005	0.217	
0:0:42.386	0.003	0.027	0.422	0.194	0.003	0.005	0.215	
0:0:42.448	0.003	0.027	0.419	0.194	0.003	0.005	0.214	
0:0:42.511	0.003	0.027	0.417	0.194	0.003	0.005	0.216	
0:0:42.576	0.003	0.026	0.415	0.194	0.003	0.005	0.221	
0:0:42.663	0.003	0.026	0.421	0.194	0.003	0.005	0.224	
